volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
10622,1940,1940,1890,1940,f,us,11.51769830977954,0.8704005965944692,1,1,"Reilly, Helen,",The dead can tell,teamred | stew | chimyst
20078,1952,1952,1918,1952,m,us,9.876644591273832,0.8132337052697346,1,1,"Spillane, Mickey,",Kiss me: deadly,teamblack | stew | chimyst | chirandom | hardboiled
nyp.33433074954748,1853,1904,1812,1853,m,uk,15.840723843205861,0.4067408658801659,1,1,"Dickens, Charles,",Bleak house,teamred | det100
20044,1952,1952,1920,1952,m,us,12.975748416452278,0.2779056155858707,0,1,"Asimov, Isaac,",Foundation and empire,chirandom | teamblack | chiscifi | stew
22492,1986,1986,0,1986,f,us,11.569061245363173,0.6044589664058021,1,1,"Dunlap, Susan,",The last annual slugfest,teamblack | stew | chimyst
25470,1994,1994,0,1994,f,us,13.375424829875522,0.14845710793614952,0,1,"Edgarian, Carol,",Rise the Euphrates,chirandom
uva.x000315604,1914,1914,1867,1914,m,uk,12.162494629578372,0.18090502821786003,0,1,"Cullum, Ridgwell,",The way of the strong;,random | teamred
10353,1931,1931,1865,1931,f,us,13.416108652587878,0.14284087582802715,0,1,"Hill, Grace Livingston,",The chance of a lifetime,chirandom | teamred
20290,1957,1957,1897,1957,f,us,14.656569712212525,0.06212995690915293,0,1,"Malvern, Gladys,",My lady: my love,chirandom | teamblack
10435,1934,1934,1906,1934,m,us,12.683056058350974,0.9454323398021259,1,1,"Dickson, Carter,",The Plague court murders,chirandom | teamred | chimyst
11703,1942,1942,1890,1942,f,uk,11.215346025098112,0.6807125646422696,1,1,"Christie, Agatha,",Five little pigs,teamblack | stew | cozy | chimyst | chirandom
11298,1930,1930,1882,1930,m,au,15.504811194674193,0.13977985100465662,0,1,"Manning, Frederic,",Her privates: we,chirandom | teamblack
uiuo.ark+=13960=t9c53x809,1859,1859,1808,1859,m,uk,15.497973955138892,0.20744486778268686,0,1,"Chorley, Henry Fothergill",Roccabella,random | teamred
10838,1947,1947,1906,1947,m,au,12.755305701900989,0.056574506738408414,0,1,"Blunden, Godfrey",A Room on the Route,chirandom | teamblack
20737,1967,1967,1923,1967,f,us,11.595966354505656,0.3687220003837213,0,1,"Fox, Paula,",Poor George,chirandom | teamblack
uc1.b4104310,1899,1899,1846,1899,f,us,14.786771244818786,0.7693347695166698,1,1,"Green, Anna Katharine,",Agatha Webb,teamblack | det100
20079,1952,1952,1922,1952,m,us,13.834171952491188,0.33015163314442025,0,1,"Vonnegut, Kurt,",Player piano,chirandom | teamblack | chiscifi | stew
uc1.b250127,1864,1864,1814,1864,m,uk,16.466917240138983,0.7172605704708758,1,1,"Le Fanu, Joseph Sheridan,",Uncle Silas,pbgothic | teamred | sensation | stew
uiuo.ark+=13960=t44q88m18,1828,1828,1788,1828,m,m,19.635824531437795,0.3299596487547408,1,1,"Gaspey, Thomas,",History of George Godfrey,teamblack | newgate
10151,1940,1940,1863,1940,f,us,13.649988274885743,0.14540594866516537,0,1,"Atkinson, Eleanor,",Greyfriars Bobby,chirandom | teamred
22685,1987,1987,0,1987,m,us,12.819639595259236,0.03552886821273802,0,1,"Guild, Nicholas,",The Assyrian,chirandom | teamblack
22054,1983,1983,1926,1983,m,us,12.19738942886242,0.01609522057505355,0,1,"Coldsmith, Don,",Follow the wind,chirandom | teamblack
22732,1987,1987,1926,1987,f,us,12.981461220671854,0.1892994448101214,0,1,"McCaffrey, Anne,",The lady,chirandom | teamred
22097,1983,1983,1922,1983,f,us,12.185518989297282,0.693816301684723,1,1,"MacLeod, Charlotte,",Something the cat dragged,chirandom | teamred | stew | chimyst
inu.30000118528748,1913,1913,0,1913,m,uk,15.865377449595806,0.21090765323400962,0,1,"Knight, Arthur Lee.",Told in the Indian twilig,random | teamred
4463,1920,1920,1868,1920,f,us,14.019732177901702,0.1679903157154748,0,1,"Martin, Helen Reimensnyder,",The schoolmaster of Hessville,chirandom | teamred
23825,1992,1992,1952,1992,m,us,11.654657307016814,0.4231924107137324,0,1,"McCammon, Robert R,",Boy's life,chirandom
wu.89099780959,1865,1877,1839,1865,f,uk,25.263596204715718,0.09427554690133762,1,1,"Ouida,",Strathmore,teamred | sensation | stew
11101,1940,1940,1888,1940,m,us,10.050637121731016,0.9308675127103219,1,1,"Chandler, Raymond,",Farewell My Lovely,hardboiled | teamblack | stew | det100
20684,1966,1966,1928,1966,m,us,12.54105411461638,0.4315956193520029,0,1,"Dick, Philip K,",Now wait for last year,chirandom | teamblack | chiscifi
nyp.33433076047871,1914,1914,1880,1914,m,us,13.365831374152643,0.9079013283998226,1,1,"Reeve, Arthur B.",The dream doctor,teamred | det100
njp.32101068580768,1868,1868,1832,1868,f,us,18.83985703997434,0.10398387300606526,0,1,"Alcott, Louisa May,",Kitty's class day ;,random | teamblack
20653,1965,1965,1921,1965,m,us,11.509469024535424,0.6549169141587364,1,1,"Prather, Richard S,",The meandering corpse,teamred | chimyst
21565,1978,1978,1927,1978,f,us,11.70780432810659,0.7854284203605764,1,1,"Peters, Elizabeth,",Street of the five moons,teamred | chimyst
4705,1922,1922,1893,1922,m,us,13.488300127259937,0.4849509406682161,0,1,"Marquand, John P.",The unspeakable gentleman,chirandom | teamred
11277,1929,1929,1875,1929,m,uk,11.930151726687306,0.9468880305116475,1,1,"Wallace, Edgar,",The lone house mystery,chirandom | teamblack | stew | chimyst
10828,1946,1946,1886,1946,m,us,12.198030310407232,0.9404070846519296,1,1,"Stout, Rex,",The silent speaker,stew | cozy | chimyst | det100 | teamred
20727,1967,1967,1913,1967,f,us,11.658519667058398,0.921925462596809,1,1,"Braun, Lilian Jackson,",The cat who ate Danish mo,chirandom | teamblack | chimyst
mdp.39015085433426,1913,1913,0,1913,m,,14.887462601874411,0.31007119411152567,1,1,"Carson, James.",The saddle boys of the Ro,locdetmyst | teamblack | stew
10814,1946,1946,1889,1946,m,us,11.34134643445582,0.9199294417257374,1,1,"Fair, A. A.",Crows can't count,chimyst | teamred | det100
22332,1985,1985,1928,1985,m,us,11.691855990562468,0.5063001371055194,0,1,"Dick, Philip K,",Puttering about in a smal,chirandom | teamblack
25475,1994,1994,0,1994,,us,11.210057326707934,0.5672621082633639,1,1,"George, Elizabeth,",Playing for the ashes,chimyst
mdp.39015018606049,1871,1896,1840,1871,m,uk,14.228390614265024,0.5858361490453473,1,1,"Hardy, Thomas,",Desperate Remedies,teamblack | stew | sensation
11074,1942,1942,1898,1942,m,uk,14.537500687863846,0.036882019497184636,0,1,"Lewis, C. S.",The Screwtape letters,chifantasy | chirandom | teamblack
20083,1953,1953,1920,1953,m,us,13.034514875843332,0.23509088141971868,0,1,"Asimov, Isaac,",Second foundation,chirandom | teamred | chiscifi | stew
uc1.b4107807,1887,1914,1859,1887,m,uk,14.61178859478928,0.6947855007101381,1,1,"Doyle, Arthur Conan,",A study in scarlet,teamblack | det100
22723,1987,1987,1933,1987,m,us,10.788888771702812,0.3157087895503589,0,1,"Logue, John,",Boats against the current,chirandom | teamblack
11316,1931,1931,1882,1931,m,uk,13.62848302699404,0.34879367372675796,0,1,"Armstrong, Martin,",The romantic adventures o,chirandom | teamblack
22904,1988,1988,1949,1988,f,us,11.982023670170513,0.6176334183321196,1,1,"Hess, Joan,",Mischief in Maggody,teamblack | stew | chimyst
11302,1930,1930,1893,1930,f,uk,14.09715466300553,0.7963554235191359,1,1,"Sayers, Dorothy L.",Strong poison,cozy | teamblack | chimyst
10746,1944,1944,1904,1944,f,us,10.625979398282697,0.7440009419947964,1,1,"Hughes, Dorothy B.",The delicate ape,chifantasy | teamblack | chimyst
nyp.33433074920608,1858,1858,1835,1858,m,uk,14.850790115776777,0.22540918033015933,0,1,"Austin, Alfred,",Five years of it,random | teamred
21028,1972,1972,1921,1972,f,us,11.874192675409109,0.8903662345583773,0,1,"Highsmith, Patricia,",A dog's ransom,crime | chirandom | teamred
11114,1923,1923,1862,1923,m,uk,12.481192027475931,0.7180955046140005,1,1,"Phillpotts, Eden,",The red Redmaynes,teamblack | det100
11100,1929,1929,1894,1929,m,us,11.08167691874698,0.9590787905588224,1,1,"Hammett, Dashiell,",Red Harvest,chimyst | hardboiled | teamblack | det100
11896,1949,1949,1878,1949,f,uk,11.841217100817135,0.8669225454210651,0,1,"Wentworth, Patricia,",The Catherine-wheel,chirandom | teamred
11882,1949,1949,0,1949,,uk,12.537659569406221,0.7992354211832283,1,1,"Ferrars, E. X,",The March Hare murders,chirandom | teamred | chimyst
uc2.ark+=13960=t40r9p16h,1909,1909,1862,1909,m,uk,15.265251138759186,0.09184610734484468,0,1,"Newbolt, Henry John,",The new June,random | teamblack
11664,1940,1940,1899,1940,m,uk,10.92357914961354,0.4449769815903099,0,1,"Shute, Nevil,",Landfall,chirandom | teamblack
nyp.33433082168877,1875,1875,1822,1875,m,us,13.834647787897039,0.32706752284805835,0,1,"Optic, Oliver,","Getting an indorser, and ",random | teamblack
23601,1987,1987,1954,1987,f,uk,11.933733789503389,0.0556967975526151,0,1,"Gregory, Philippa,",Wideacre,chirandom | teamred
mdp.39015030996832,1834,1878,1805,1834,m,uk,16.33030857891397,0.4217538992235232,1,1,"Ainsworth, William Harris",Rookwood,stangothic | newgate | teamred
uc2.ark+=13960=t2h70dm6b,1918,1918,1861,1918,m,uk,12.984753058565284,0.028512696714263198,0,1,"Hewlett, Maurice,",Gudrid the Fair,random | teamred
uc2.ark+=13960=t83j39v3z,1909,1909,1876,1909,f,us,13.100378156256237,0.9134025017249661,1,1,"Rinehart, Mary Roberts,",The man in lower ten,teamblack | det100
nyp.33433074937438,1832,1832,1804,1832,m,uk,15.388004676246686,0.10511874710839558,0,1,"Disraeli, Benjamin,",Contarini Fleming;,random | teamblack
11472,1935,1935,1874,1935,f,us,11.0898113802079,0.053450507831226485,0,1,"Montgomery, L. M.",Mistress Pat,chirandom | teamblack
10778,1945,1945,1904,1945,f,us,10.316994590239599,0.5674380748234903,1,1,"Hughes, Dorothy B. 1904-",Dread journey,hardboiled | teamblack | chimyst
11300,1930,1930,1866,1930,m,uk,13.074628704310642,0.8986758493132035,1,1,"Oppenheim, E. Phillips,",The million pound deposit,teamred | stew | chimyst
20136,1954,1954,1916,1954,m,us,14.637754650255225,0.10416294575265679,0,1,"Foote, Shelby,",Jordan County,chirandom | teamred
10793,1945,1945,1874,1945,f,us,17.54665134480735,0.0167494226815687,0,1,"Stein, Gertrude,",Wars I have seen,chirandom | teamred
11499,1936,1936,1906,1936,m,uk,12.855936305299455,0.9587685106459103,1,1,"Innes, Michael,",Death at the president's ,chirandom | teamred | stew | chimyst
uiuo.ark+=13960=t9474zg09,1883,1883,1829,1883,m,uk,19.400586059400442,0.2421765898632072,0,1,"Oliphant, Laurence,",Altiora Peto,random | teamred
22133,1983,1983,1941,1983,f,us,13.190961833999365,0.06634409705303214,0,1,"Spellman, Cathy Cash,",So many partings,chirandom | teamred
10803,1946,1946,1903,1946,m,us,12.278526825391747,0.35875435084081253,0,1,"Busch, Niven,",Day of the conquerors,chirandom | teamblack
20526,1962,1962,1886,1962,m,us,11.813264470083439,0.9701894206393348,1,1,"Stout, Rex,",Gambit,chirandom | teamblack | chimyst
20240,1956,1956,1916,1956,m,us,10.440790621742275,0.7442666793774896,0,1,"MacDonald, John D.",You live once,chirandom | teamblack
22325,1985,1985,1968,1985,m,us,12.229783022876571,0.5935290169088979,1,1,"Collins, Max Allan,",A shroud for Aquarius,chirandom | teamred | chimyst
mdp.39076002720709,1900,1900,0,1900,m,,12.390622939149894,0.3466461107143191,1,1,"Chapman, Allen.","Boys of Spring Hill, or, ",locdetmyst | teamblack | stew
20533,1963,1963,1900,1963,f,us,14.524694463849094,0.07942772611188367,0,1,"Caldwell, Taylor,",Grandmother and the pries,chirandom | teamblack
nyp.33433075765705,1894,1894,1863,1894,m,uk,16.35474690443474,0.6999250000519873,1,1,"Pemberton, Max,",Jewel mysteries I have kn,teamblack | det100
uc2.ark+=13960=t9s17v81t,1909,1909,1852,1909,m,us,14.606295412430548,0.15585344282019042,0,1,"Egan, Maurice Francis,",The wiles of Sexton Magin,random | teamblack
uc2.ark+=13960=t3222sk2s,1913,1913,1846,1913,us,us,14.076550563063481,0.8009598332436249,1,1,"Green, Anna Katharine,","Room number 3, and other ",teamblack | det100
nyp.33433074863691,1832,1832,1799,1832,m,uk,21.980297108639355,0.3403389550122287,0,1,"James, G. P. R.",Henry Masterton;,random | teamred
10962,1949,1949,1886,1949,m,us,12.010535237847078,0.9104988749815134,1,1,"Stout, Rex,",The second confession,stew | cozy | chimyst | det100 | teamred
uc2.ark+=13960=t5j961w9x,1911,1911,1880,1911,m,us,13.196406687271168,0.9275521194848485,1,1,"Reeve, Arthur B.",The poisoned pen,teamblack | det100
4698,1922,1922,1880,1922,m,us,13.440320322481336,0.49929700314349407,0,1,"Kyne, Peter B.",Cappy Ricks retires,chirandom | teamred
24423,1996,1996,1943,1996,m,us,12.062582333107098,0.7451341866344781,1,1,"Straub, Peter,",The Hellfire Club,chimyst
20335,1958,1958,1907,1958,f,us,12.26344940185984,0.5319219514017941,0,1,"MacInnes, Helen,",North from Rome,chirandom | teamblack
hvd.hwjme4,1837,1843,1812,1837,m,uk,17.31380312148418,0.5321107457035639,1,1,"Dickens, Charles,",Oliver Twist,teamblack | newgate | stew
24812,1999,1999,1956,1999,f,us,10.506712368399365,0.6312411151301235,0,1,"Barry, Lynda,",Cruddy,chirandom
uc2.ark+=13960=t1dj5cf2j,1886,1920,1853,1886,m,fr,14.896109021426508,0.09248891774543386,0,1,"Lema?tre, Jules,",Serenus and other stories,random | teamred
uc2.ark+=13960=t6154fk9b,1853,1853,1803,1853,m,uk,16.957761244288132,0.23172756239348336,0,1,"Lytton, Edward Bulwer Lyt","""My novel,""",random | teamred
21967,1982,1982,1911,1982,m,us,10.900324897594288,0.33629775601859113,0,1,"Hubbard, L. Ron,",Battlefield earth,chirandom | teamred | chiscifi
nyp.33433075968796,1910,1910,1875,1910,m,us,13.182518810263302,0.6713959706979646,0,1,"Roe, Clifford Griffith,",Panders and their white s,random | teamred
4497,1920,1920,1874,1920,m,us,13.623411297239958,0.14732820155325047,0,1,"Stringer, Arthur,",The prairie omnibus,chirandom | teamred
11442,1934,1934,1899,1934,m,uk,15.342591968502582,0.06682149035131375,0,1,"Linklater, Eric,",Magnus Merriman,chirandom | teamred
10774,1945,1945,0,1945,m,us,11.276406103987108,0.9424593345355277,1,1,"Halliday, Brett,",Murder is my business,teamred | chimyst
uc2.ark+=13960=t23b5ww6x,1922,1922,0,1922,m,,13.62987830914225,0.7149522702509984,1,1,"French, Joseph Lewis,",Masterpieces of mystery,locdetmyst | teamblack | locghost
uiuo.ark+=13960=t2s475w45,1851,1851,1801,1851,m,uk,21.519750696416054,0.18967102167197827,0,1,"MacCabe, William Bernard,",Bertha,random | teamred
uc2.ark+=13960=t8df6mw4h,1850,1850,1809,1850,m,us,14.323898292095278,0.4143109311140962,0,1,"Arthur, T. S.",Tales of domestic life,random | teamblack
uc2.ark+=13960=t2h70dt42,1888,1888,1843,1888,m,,14.055008211159741,0.4114785220541129,1,1,"Gibbon, Charles,",Beyond compare,locdetmyst | teamred
mdp.39015030307881,1867,1899,1832,1867,m,fr,15.440721098858447,0.6416004313057152,1,1,"Gaboriau, Emile,",File no. 113,teamblack | det100
11907,1950,1950,1921,1950,m,uk,14.064987632422117,0.7951781936882942,1,1,"Crispin, Edmund,",Frequent hearses,teamblack | chimyst
20270,1957,1957,1928,1957,m,us,12.337953795141683,0.4265446582616971,0,1,"Dick, Philip K,",Eye in the sky,chirandom | teamblack | chiscifi
11709,1942,1942,1895,1942,f,nz,12.476617804888825,0.9510312236839205,1,1,"Marsh, Ngaio,",A man lay dead,cozy | chirandom | teamblack | chimyst
10365,1931,1931,1909,1931,f,us,10.92162539861069,0.8717855206524677,1,1,"Taylor, Phoebe Atwood",The Cape Cod mystery,teamblack | det100
22499,1986,1986,1944,1986,m,us,10.801843071844445,0.7748072135986727,1,1,"Friedman, Kinky,",Greenwich killing time,teamblack | chimyst
10359,1931,1931,0,1931,m,us,12.195839675462446,0.9804610069291064,1,1,"Queen, Ellery,",The Dutch shoe mystery,cozy | chimyst | teamred | det100
uc1.b316144,1832,1832,1796,1832,m,ge,18.544036734950204,0.3062765827520104,0,1,"Spindler, Carl,",The Jew,random | teamblack
25645,1996,1996,1944,1996,m,us,10.97224660805131,0.11589101666747641,0,1,"Brown, Rita Mae,",Riding shotgun,chirandom
21423,1977,1977,1946,1977,m,us,12.241129730420411,0.3636938896527359,0,1,"Foster, Alan Dean,",The end of the matter,chirandom | teamred | chiscifi
22894,1988,1988,1945,1988,m,us,11.68893225056757,0.5988741708076905,1,1,"Grissom, Ken,",Drop-off,chirandom | teamblack | stew | chimyst
nyp.33433074968045,1917,1917,1859,1917,m,other,12.997583653379852,0.958846574399529,1,1,"Doyle, Arthur Conan,",His last bow,locdetmyst | teamred
nyp.33433075833354,1867,1906,1832,1867,m,fr,14.591957729295459,0.8010850008926128,1,1,"Gaboriau, Emile,",The mystery of Orcival,teamblack | det100
20661,1965,1965,1921,1965,f,us,12.03755064047797,0.2232338670964487,0,1,"Spencer, Elizabeth,",The voice at the back doo,chirandom | teamblack
20649,1965,1965,1899,1965,m,us,16.818250253123782,0.6007482250589449,0,1,"Nabokov, Vladimir Vladimi",The eye,chirandom | teamred
10761,1944,1944,1905,1944,f,us,10.383677182194212,0.05680772905526886,0,1,"Walker, Mildred",Winter wheat,chirandom | teamred
njp.32101067344661,1871,1871,1814,1871,m,uk,15.604661217070218,0.7090474618224532,1,1,"Le Fanu, Joseph Sheridan,",Checkmate,teamred | det100
21999,1982,1982,1941,1982,m,us,11.495875169617909,0.5528444951309394,1,1,"Montalbano, William D,",Trap line,teamblack | stew | chimyst
10588,1939,1939,1886,1939,m,us,11.87587050054377,0.9378424342924224,1,1,"Stout, Rex,",Mountain cat Murders,chimyst | teamred | det100
nyp.33433074926712,1920,1920,1867,1920,m,uk,15.07488882262774,0.4323459245757465,0,1,"Benson, E. F.","""Queen Lucia""",random | teamred
uc1.b4105364,1892,1895,1864,1892,m,uk,12.477012085270928,0.827526973333795,1,1,"Zangwill, Israel,",The big bow mystery,teamred | det100
11469,1935,1935,1891,1935,m,au,11.452983100794771,0.16212360765584038,0,1,"McKinney, J. P,",Crucible,chirandom | teamred
nyp.33433074941562,1906,1906,1865,1906,m,us,13.268356304493407,0.5294533342901696,1,1,"Chambers, Robert W.",The tracer of lost person,teamred | stew | det100
21569,1978,1978,1943,1978,m,us,11.976062299117768,0.2895216726994794,1,1,"Sanchez, Thomas,",Zoot-suit murders,teamblack | chimyst
20677,1966,1966,1922,1966,m,us,11.853268485695017,0.006285352865201199,0,1,"Capps, Benjamin,",A woman of the people,chirandom | teamred
11535,1937,1937,1899,1937,m,uk,14.484500671700705,0.13292636919238637,0,1,"Linklater, Eric,",Juan in China,chirandom | teamred
uc1.b3290572,1827,1827,1765,1827,m,uk,21.628090560111342,0.15848501213037341,0,1,"Ward, R. Plumer",De Vere,random | teamblack
nyp.33433074857248,1905,1909,1879,1905,m,uk,13.197069047880069,0.31513712682852585,0,1,"Gibbon, Perceval,",Salvator,random | teamblack
mdp.39015006963881,1910,1910,1865,1910,m,uk,12.158520205094943,0.920828438558638,1,1,"Mason, A. E. W.",At the Villa Rose,teamred | det100
25486,1994,1994,1947,1994,f,us,12.059152248354103,0.7694010646193239,1,1,"Hitchcock, Jane Stanton,",The witches' hammer,chimyst
25337,1992,1992,0,1992,,us,9.848692488218251,0.533473322859163,1,1,"Mosley, Walter,",White butterfly,chimyst
25445,1994,1994,0,1994,m,us,11.831751837290783,0.8514790808590301,0,1,"Block, Lawrence,",A long line of dead men,chirandom
21179,1974,1974,1925,1974,m,us,12.19723240291118,0.6951193210330454,1,1,"Harrison, Harry,",Queen Victoria's revenge,teamblack | chimyst
nyp.33433074880075,1871,1871,1837,1871,f,uk,17.755305999208254,0.1347363703665899,0,1,"Marryat, Florence,",Her lord and master,random | teamblack
uc1.b4095602,1913,1913,1873,1913,m,uk,12.397371263965143,0.484268389150387,0,1,"Ford, Ford Madox,",Mr. Fleight,random | teamblack
nyp.33433076073893,1922,1922,1862,1922,f,us,15.683246116370686,0.7815869053902549,1,1,"Wells, Carolyn,",The vanishing of Betty Va,teamred | det100
11044,1932,1932,1894,1932,m,uk,13.80331763850907,0.06418709670795829,0,1,"Morgan, Charles,",The fountain,chirandom | teamred
uc2.ark+=13960=t9f47kt3k,1847,1847,1818,1847,m,uk,13.723778511803364,0.07330757636992075,0,1,"Froude, James Anthony,",Shadows of the clouds,random | teamblack
11736,1943,1943,1878,1943,f,uk,11.565010317542297,0.8831978695552118,1,1,"Wentworth, Patricia,",Miss Silver deals with de,chirandom | teamred | chimyst
20070,1952,1952,1914,1952,m,us,12.042319390842641,0.3502030167403213,0,1,"Malamud, Bernard",The natural,chirandom | teamblack
11285,1930,1930,1893,1930,m,uk,12.976644584445998,0.8786343848455677,1,1,"Berkeley, Anthony,",The Piccadilly murder,teamblack | chimyst
uva.x001705067,1917,1917,1876,1917,m,us,14.520258733464093,0.15815985249536207,0,1,"London, Jack,","Michael, brother of Jerry",random | teamred
4708,1922,1922,1868,1922,m,us,11.693109587992701,0.030400632483887136,0,1,"Masters, Edgar Lee,",Children of the market pl,chirandom | teamred
uc1.$b813705,1876,1905,1819,1876,m,us,19.912719531772574,0.638568798662643,1,1,"Pinkerton, Allan,",The spiritualists and the,locdetective | teamblack
11252,1929,1929,1893,1929,m,uk,13.220257292159078,0.9539152360402128,1,1,"Berkeley, Anthony,",The poisoned chocolates c,teamblack | chimyst
hvd.32044020321865,1829,1834,0,1829,m,fr,18.98573542744666,0.7067574534000324,1,1,"Vidocq, Eug?ne Fran?ois,",Memoirs of Vidocq,teamred | det100
11468,1935,1935,1895,1935,f,nz,11.665005220584018,0.9157689886791548,1,1,"Marsh, Ngaio,",The nursing home murder,cozy | chirandom | teamblack | chimyst
10986,1950,1950,1914,1950,m,us,17.75454145346203,0.018103229437541567,0,1,"Fast, Howard,",The proud and the free,chirandom | teamblack
uc2.ark+=13960=t0xp6w75n,1912,1912,1878,1912,m,us,24.7756638981461,0.41515808655992714,0,1,"Rose, William Ganson,",Putting Marshville on the,random | teamblack
20474,1961,1961,1886,1961,m,us,11.616133627909681,0.978554314849731,1,1,"Stout, Rex,",The final deduction,chirandom | teamblack | chimyst
26011,1999,1999,1949,1999,f,us,11.70529101462305,0.7341258930304893,1,1,"George, Elizabeth,",In pursuit of the proper sinner,chirandom | chimyst
11681,1941,1941,1902,1941,f,uk,15.92087977734285,0.45745332556265267,0,1,"Heyer, Georgette,",Faro's daughter,chirandom | teamred
nyp.33433074929393,1865,1865,1827,1865,m,us,13.502915621249999,0.9612293554367408,1,1,"Williams, John Babbington",Leaves from the note-book,locdetective | teamred | stew
nyp.33433074878889,1837,1837,1797,1837,m,uk,19.538112804929117,0.30711277267487874,0,1,"Lover, Samuel,",Rory O'More,random | teamblack
uc2.ark+=13960=t44q7rc7f,1874,1874,1834,1874,m,us,14.624556647915831,0.20738316167162357,0,1,"Stockton, Frank Richard,",What might have been expe,random | teamblack
10202,1950,1950,1909,1950,m,us,13.19390350885388,0.07572002506163167,0,1,"Castor, Henry,",The year of the Spaniard,chirandom | teamred
10216,1924,1924,1896,1924,m,us,12.397257198373302,0.20640982406258154,0,1,"Bromfield, Louis,",The green bay tree,chirandom | teamblack
23838,1992,1992,1938,1992,m,us,11.578351377434306,0.20265655949998734,1,1,"Niven, Larry,",The California voodoo game,chiscifi | chimyst
uc1.b3728033,1916,1916,1884,1916,m,us,12.344184720501737,0.8015088616917796,1,1,"Biggers, Earl Derr,",The agony column,teamblack | stew | det100
4485,1920,1920,1871,1920,m,us,10.519123468615387,0.23992296644026356,0,1,"Raine, William MacLeod,",Oh: you Tex!,chirandom | teamred
uc2.ark+=13960=t8ff3s14j,1832,1832,1800,1832,f,uk,21.402179470391783,0.20817344296480972,1,1,"Hall, Anna Maria",The buccaneer,locdetmyst | teamred | stew
uc2.ark+=13960=t53f4sg3b,1875,1875,1811,1875,m,fr,15.889252575722164,0.29647849026833606,0,1,"Walraven, E. G.","The two orphans, or, The ",random | teamred
20855,1969,1969,1886,1969,m,us,12.043542357742526,0.8489305324967966,1,1,"Stout, Rex,",Death of a dude,teamred | chimyst
20114,1953,1953,1909,1953,m,us,11.921486009219294,0.032437290872603726,0,1,"Pangborn, Edgar,",West of the sun,chirandom | teamblack | chiscifi | stew
uc2.ark+=13960=t7tm74c51,1904,1904,1870,1904,m,us,15.858615627766648,0.07411011802975209,0,1,"Orcutt, William Dana,",Robert Cavelier,random | teamred
nyp.33433075741243,1915,1915,1860,1915,f,uk,13.718666368622785,0.03644149099034287,0,1,"Fowler, Ellen Thorneycrof",Ten degrees backward,random | teamred
4730,1922,1922,1868,1922,f,us,11.787576464284752,0.15491942447225537,0,1,"Sampson, Emma Speed,",The shorn lamb,chirandom | teamblack
nyp.33433076053762,1913,1913,1876,1913,f,us,12.359475211018284,0.9085322468684256,1,1,"Rinehart, Mary Roberts,",The case of Jennie Brice,teamblack | det100
uiuo.ark+=13960=t0ft97228,1876,1876,1830,1876,m,uk,15.010461942817285,0.5181572057177363,0,1,"Robinson, Frederick Willi",As long as she lived,random | teamred
21356,1976,1976,1911,1976,m,us,11.51555449209949,0.7898351258016153,1,1,"Platt, Kin,",The body beautiful murder,teamblack | chimyst
10835,1946,1946,1909,1946,f,us,14.096753978414565,0.04588038538004435,0,1,"Welty, Eudora,",Delta Wedding,chirandom | teamblack
uiuo.ark+=13960=t8pc3d497,1849,1849,1805,1849,m,au,15.21193463367768,0.34195875431530803,0,1,"Harris, Alexander,",The emigrant family ;,random | teamblack
njp.32101063580995,1903,1903,1866,1903,m,us,16.55414279309388,0.24891921825211902,0,1,"Isham, Frederic Stewart,",Under the rose,random | teamred
nyp.33433074915269,1897,1897,1863,1897,m,uk,14.336861804500106,0.9052955604456012,1,1,"Morrison, Arthur,",The Dorrington deed-box,teamred | stew | det100
uc2.ark+=13960=t5v69m62h,1911,1911,1870,1911,m,nz,15.910180003852462,0.08196773958928912,0,1,"Cowan, James,",The adventures of Kimble ,random | teamred
11928,1950,1950,1912,1950,m,uk,12.564097847875242,0.7228358581098316,1,1,"Symons, Julian,",The 31st of February,teamred | chimyst
uc2.ark+=13960=t0cv4hf87,1888,1888,1843,1888,m,,13.65857874397043,0.5637447107437508,1,1,"Gibbon, Charles,",Beyond compare,locdetmyst | teamblack
PoePurloinedLetter1845,1845,1845,1809,1845,m,us,19.182554623501193,0.9717675637775155,1,1,"Poe, Edgar Allan,",The Purloined Letter (short story),teamred | det100
10377,1932,1932,1896,1932,m,us,11.009967563188155,0.06551320398481911,0,1,"Dos Passos, John,",1919,chirandom | teamred
20049,1952,1952,1906,1952,m,us,11.213298707762226,0.8629751403632258,1,1,"Brown, Fredric,",Deep end,teamred | stew | chimyst
22676,1987,1987,1932,1987,m,us,12.383456955643798,0.054143357345489265,0,1,"Flynn, Robert,",Wanderer Springs,chirandom | teamred
20075,1952,1952,1908,1952,m,us,10.535373681301458,0.7633368905824712,1,1,"Powell, Richard,",A shot in the dark,chirandom | teamblack | chimyst
nyp.33433074864889,1888,1888,1836,1888,m,uk,15.77742383920451,0.6571955671972181,0,1,"Goodman, E. J.",Too curious,random | supernatural | teamred
11519,1937,1937,1904,1937,f,uk,11.69800155371878,0.6214017164482456,1,1,"Allingham, Margery,",Dancers in mourning,cozy | chirandom | teamred | chimyst
10954,1949,1949,1905,1949,m,us,12.382240558653695,0.7677968002976782,1,1,"Palmer, Stuart,",Four lost ladies,chirandom | teamblack | chimyst
