Unnamed: 0,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
1,14.0,Category:Organizational theory,1030978.0,553.0,50.0,"pursue collective goals. <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> organizations include <span class=""searchmatch"">rational</span> system perspective, division <span class=""searchmatch"">of</span> labor, bureaucratic <span class=""searchmatch"">theory</span>, and contingency <span class=""searchmatch"">theory</span>.",2020-12-31T18:12:12Z,theories of rational,Organizational theory,0.36,18
3,14.0,Category:Rational choice theory,10573880.0,264.0,0.0,"Wikimedia Commons has media related to <span class=""searchmatch"">Rational</span> choice <span class=""searchmatch"">theory</span>.",2020-07-05T04:29:15Z,theories of rational,Rational choice theory,0.25,19
4,14.0,Category:Algebraic numbers,747570.0,312.0,21.0,"This category identifies algebraic numbers. All <span class=""searchmatch"">rational</span> numbers are algebraic numbers. Not all irrational numbers or complex numbers are algebraic numbers",2020-02-29T14:34:22Z,theories of rational,Algebraic numbers,0.5769230769230769,18
6,14.0,Category:Diophantine approximation,787855.0,194.0,13.0,"Diophantine approximation is the quantitative study <span class=""searchmatch"">of</span> <span class=""searchmatch"">rational</span> number approximations to real numbers.",2015-03-04T10:21:06Z,theories of rational,Diophantine approximation,0.5483870967741935,18
7,14.0,Category:Public choice theory,1233922.0,276.0,0.0,"Wikimedia Commons has media related to Public choice <span class=""searchmatch"">theory</span>.",2018-04-02T21:31:40Z,theories of rational,Public choice theory,0.5714285714285714,18
8,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Criticism <span class=""searchmatch"">of</span> science Descriptive science Epistemology Faith and <span class=""searchmatch"">rationality</span> Hard and soft science History and philosophy <span class=""searchmatch"">of</span> science History <span class=""searchmatch"">of</span> science History",2014-10-19T17:09:05Z,theories of rational,Metatheory of science,0.42307692307692313,13
1,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",2017-11-16T16:13:15Z,theories of relevance,Theories of language,0.36,8
0,14.0,Category:Rhythm and meter,40348248.0,287.0,0.0,"Wikimedia Commons has media related to <span class=""searchmatch"">Rhythm</span> and meter.",2019-09-22T14:05:14Z,theories of rhythm,Rhythm and meter,0.4545454545454546,15
6,14.0,Category:Russian music theorists,9251243.0,406.0,48.0,"study music <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient Greece which was a particularly active centre <span class=""searchmatch"">of</span> study, to",2007-07-05T19:19:47Z,theories of russian,Russian music theorists,0.3846153846153846,20
7,14.0,Category:Neo-Sovietism,63444745.0,1122.0,98.0,"Peacebuilding and the Emergence <span class=""searchmatch"">of</span> Legitimate Order. Routledge. pp. 63–64. ISBN 978-1-134-01418-7. Lilia Shevtsova (2007). <span class=""searchmatch"">Russia</span>--lost in Transition: The Yeltsin",2020-11-04T21:45:52Z,theories of russian,Neo-Sovietism,0.5454545454545454,15
4,14.0,Category:Southern Ming,55023005.0,633.0,23.0,"Society Miao Rebellion (1854–1873) Nepalese–Tibetan War Panthay Rebellion <span class=""searchmatch"">Second</span> Opium War Punti–Hakka Clan Wars Amur Annexation Self-Strengthening Movement",2021-08-04T15:11:47Z,theories of second,Southern Ming,0.5909090909090908,15
2,14.0,Category:Secret sharing,35495208.0,126.0,0.0,,2021-11-26T13:03:54Z,theories of secret,Secret sharing,0.47619047619047616,13
0,14.0,Category:Logic in computer science,1010631.0,1188.0,148.0,"example: Type <span class=""searchmatch"">theory</span> (used in type systems), Formal <span class=""searchmatch"">semantics</span> <span class=""searchmatch"">of</span> programming languages, Hoare logic, and Logic programming; Applications <span class=""searchmatch"">of</span> fundamental",2020-08-29T18:12:52Z,theories of semantics,Logic in computer science,0.5161290322580645,20
1,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Relevance <span class=""searchmatch"">theory</span> Semantic externalism Semantic holism Situation <span class=""searchmatch"">semantics</span> Structuralism Supposition <span class=""searchmatch"">theory</span> Symbiosism Theological noncognitivism <span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> descriptions",2017-11-16T16:13:15Z,theories of semantics,Theories of language,0.42307692307692313,9
3,14.0,Category:Programming language semantics,21032879.0,132.0,0.0,,2018-12-31T21:26:47Z,theories of semantics,Programming language semantics,0.5833333333333333,17
4,14.0,Category:Domain theory,14821261.0,113.0,0.0,,2018-12-31T21:28:59Z,theories of semantics,Domain theory,0.5217391304347826,18
1,14.0,Category:Similarity measures,53388271.0,156.0,0.0,,2021-08-09T08:06:15Z,theories of similarity,Similarity measures,0.42307692307692313,19
3,14.0,Category:String metrics,9833053.0,224.0,0.0,,2021-02-17T23:18:46Z,theories of similarity,String metrics,0.56,16
0,14.0,Category:Sovereignty,33542662.0,380.0,29.0,"Wikimedia Commons has media related to <span class=""searchmatch"">Sovereignty</span>.",2020-07-27T15:53:52Z,theories of sovereignty,Sovereignty,0.5217391304347826,13
1,14.0,Category:Forms of government,737235.0,545.0,13.0,"Forms <span class=""searchmatch"">of</span> government are sets <span class=""searchmatch"">of</span> constitutional institutions by which states are organized.",2021-09-02T11:22:29Z,theories of sovereignty,Forms of government,0.4444444444444444,10
1,14.0,Category:Topology of function spaces,2120027.0,377.0,40.0,"This includes the topology of function spaces, such as Banach <span class=""searchmatch"">spaces</span> and Hilbert <span class=""searchmatch"">spaces</span>, as well as the topology <span class=""searchmatch"">of</span> operator <span class=""searchmatch"">spaces</span> in operator <span class=""searchmatch"">theory</span>.",2020-08-29T19:25:19Z,theories of spaces,Topology of function spaces,0.59375,16
2,14.0,Category:Solar System dynamic theories,10772136.0,425.0,44.0,"<span class=""searchmatch"">theories</span> about Solar System bodies, their formation, and other important, mostly cataclysmic, events that deeply affected the orbits and surfaces <span class=""searchmatch"">of</span> the",2020-12-24T01:04:44Z,theories of spaces,Solar System dynamic theories,0.4838709677419355,22
3,14.0,Category:Geometric graph theory,7129004.0,478.0,55.0,"Geometric graph <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span>. It concerns straight-line embeddings <span class=""searchmatch"">of</span> graphs in geometric <span class=""searchmatch"">spaces</span> and graphs defined from configurations",2020-11-02T22:09:56Z,theories of spaces,Geometric graph theory,0.46153846153846156,18
6,14.0,Category:Dimension theory,3187962.0,173.0,15.0,"Dimension <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> general topology dealing with dimensional invariants <span class=""searchmatch"">of</span> topological <span class=""searchmatch"">spaces</span>.",2021-07-20T14:44:28Z,theories of spaces,Dimension theory,0.5833333333333333,15
9,14.0,Category:Spacetime,10973513.0,526.0,50.0,"combines <span class=""searchmatch"">space</span> and time into a single continuum. By doing so, physicists have significantly simplified a large number <span class=""searchmatch"">of</span> physical <span class=""searchmatch"">theories</span>, as well as",2021-12-08T00:45:49Z,theories of spaces,Spacetime,0.5789473684210527,16
1,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Soames <span class=""searchmatch"">Stephen</span> Yablo John Hawthorne <span class=""searchmatch"">Stephen</span> Neale Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning",2017-11-16T16:13:15Z,theories of stephen,Theories of language,0.43999999999999995,9
2,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",2020-04-25T17:59:38Z,theories of stephen,Philosophy of language,0.5862068965517242,16
1,14.0,Category:Psychological trauma interventions,53288610.0,654.0,19.0,"There are a number <span class=""searchmatch"">of</span> Interventions intended for clients who have experienced psychological trauma. See also Category:Stress-related disorders",2021-11-28T22:13:34Z,theories of stimulus,Psychological trauma interventions,0.5405405405405406,27
0,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Reductionism / Determinism Rationalism / Empiricism Received view / Semantic view <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> Scientific realism / Anti-realism Scientific essentialism Scientific",2014-10-19T17:09:05Z,theories of stuart,Metatheory of science,0.43999999999999995,13
1,14.0,Category:Labeling theory,30420103.0,82.0,6.0,"For articles relating to Labeling <span class=""searchmatch"">theory</span>.",2018-08-27T14:38:50Z,theories of symbolic,Labeling theory,0.5416666666666667,17
3,14.0,Category:Symbolic interactionism,58293646.0,158.0,0.0,,2021-09-27T12:46:49Z,theories of symbolic,Symbolic interactionism,0.4642857142857143,19
0,14.0,Category:Targeting (warfare),25368222.0,209.0,8.0,"Pages relating to the military process <span class=""searchmatch"">of</span> <span class=""searchmatch"">targeting</span>.",2021-07-29T16:43:24Z,theories of targets,Targeting (warfare),0.5925925925925926,16
2,14.0,Category:Science and technology studies,3350883.0,288.0,5.0,"Normalization process <span class=""searchmatch"">theory</span> Reverse salient Skunkworks project Sociotechnical system Technical change Technocracy Technoscience feminist <span class=""searchmatch"">Technological</span> change convergence",2021-08-20T01:23:54Z,theories of technological,Science and technology studies,0.4722222222222222,19
0,14.0,Category:Lattice points,7501410.0,473.0,42.0,"category concerns lattices, sets <span class=""searchmatch"">of</span> regularly placed points in a Euclidean space; equivalently discrete subgroups <span class=""searchmatch"">of</span> <span class=""searchmatch"">translation</span> groups or finitely generated",2013-03-29T01:11:47Z,theories of translation,Lattice points,0.52,19
1,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"(to the extent that both are linguistic), communication, interpretation, and <span class=""searchmatch"">translation</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-04-25T17:59:38Z,theories of translation,Philosophy of language,0.5483870967741935,16
0,14.0,Category:Radio electronics,1474255.0,1290.0,160.0,"oscillators, or receivers used in radio frequency <span class=""searchmatch"">transmission</span> and; principles, math, or <span class=""searchmatch"">theories</span> used to engineer receiver- and transmitter-related",2021-09-03T22:26:26Z,theories of transmission,Radio electronics,0.5357142857142857,18
1,14.0,Category:Telecommunication theory,12810241.0,280.0,55.0,"articles about Telecommunication <span class=""searchmatch"">theory</span> as taught in most textbooks. Many <span class=""searchmatch"">of</span> these articles may also fit in information <span class=""searchmatch"">theory</span> or signal processing categories",2020-04-25T17:31:58Z,theories of transmission,Telecommunication theory,0.5,22
4,14.0,Category:Error detection and correction,1061200.0,339.0,29.0,Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,2020-04-22T19:17:21Z,theories of transmission,Error detection and correction,0.5789473684210527,22
0,14.0,Category:Theories of truth,13138241.0,113.0,0.0,"Wikimedia Commons has media related to <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">truth</span>.",2020-03-03T08:55:19Z,theories of truth,Theories of truth,0.0,1
2,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",2017-11-16T16:13:15Z,theories of truth,Theories of language,0.45833333333333337,8
0,14.0,Category:Utopian theory,67993520.0,36.0,2.0,"Utopian <span class=""searchmatch"">theory</span>",2021-06-19T16:43:06Z,theories of utopia,Utopian theory,0.4,14
0,14.0,Category:Graph theory,691898.0,1075.0,146.0,"a <span class=""searchmatch"">variety</span> <span class=""searchmatch"">of</span> systems and problems, including colorability problems, shortest path algorithms and spanning trees. For information on other types <span class=""searchmatch"">of</span> graphs",2021-08-26T18:06:47Z,theories of variety,Graph theory,0.5909090909090908,15
1,14.0,Category:Game theory,774008.0,644.0,66.0,"with formalized incentive structures (&quot;games&quot;). It has applications in a <span class=""searchmatch"">variety</span> <span class=""searchmatch"">of</span> fields, including economics, evolutionary biology, political science,",2020-07-27T20:12:23Z,theories of variety,Game theory,0.5714285714285714,15
4,14.0,Category:Continued fractions,2196538.0,485.0,40.0,"representing real numbers, and have a rich general <span class=""searchmatch"">theory</span> touching on a <span class=""searchmatch"">variety</span> <span class=""searchmatch"">of</span> topics in number <span class=""searchmatch"">theory</span>. Moreover, generalized continued fractions have",2019-05-12T20:22:57Z,theories of variety,Continued fractions,0.5384615384615384,16
9,14.0,Category:Ancient Egyptian race controversy,66119136.0,712.0,51.0,"Ancient Egyptian race controversy, a <span class=""searchmatch"">variety</span> <span class=""searchmatch"">of</span> views circulated about the racial identity <span class=""searchmatch"">of</span> the Egyptians and the source <span class=""searchmatch"">of</span> their culture. Edith Sanders: The",2021-01-20T05:45:34Z,theories of variety,Ancient Egyptian race controversy,0.5142857142857142,26
0,14.0,Category:Sociological theories,6220146.0,524.0,62.0,"category contains <span class=""searchmatch"">various</span> sociological and sometimes interdisciplinary <span class=""searchmatch"">theories</span> and paradigms. For the different variants <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> or paradigms, please",2021-10-01T00:23:28Z,theories of various,Sociological theories,0.46153846153846156,17
3,14.0,Category:Galois theory,837233.0,617.0,68.0,"mathematics, Galois <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> abstract algebra. At the most basic level, it uses permutation groups to describe how the <span class=""searchmatch"">various</span> roots <span class=""searchmatch"">of</span> a given polynomial",2020-06-25T07:33:12Z,theories of various,Galois theory,0.5454545454545454,14
4,14.0,Category:Order theory,721806.0,310.0,49.0,"Order <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that studies <span class=""searchmatch"">various</span> ways <span class=""searchmatch"">of</span> formalizing the intuitive notion <span class=""searchmatch"">of</span> a mathematical ordering. Top 0–9 A B C D E F G",2020-04-22T20:55:20Z,theories of various,Order theory,0.5909090909090908,15
7,14.0,Category:Shakespeare authorship question,31868239.0,956.0,76.0,"the various alternative-authorship <span class=""searchmatch"">theories</span>—believe that Shakespeare <span class=""searchmatch"">of</span> Stratford was a front to shield the identity <span class=""searchmatch"">of</span> the real author or authors, who for",2021-01-05T12:23:39Z,theories of various,Shakespeare authorship question,0.5294117647058824,24
0,14.0,Category:Film and video terminology,5393428.0,354.0,42.0,"A collection <span class=""searchmatch"">of</span> terminology used in the creation <span class=""searchmatch"">of</span> <span class=""searchmatch"">video</span> and movie productions. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2021-11-21T22:49:19Z,theories of video,Film and video terminology,0.5172413793103448,21
2,14.0,Category:Concepts in film theory,37708542.0,135.0,0.0,,2018-07-14T21:31:08Z,theories of video,Concepts in film theory,0.5185185185185186,17
3,14.0,Category:The X-Files video games,11879479.0,442.0,0.0,,2020-10-14T23:47:51Z,theories of video,The X-Files video games,0.46153846153846156,15
0,14.0,Category:Visual arts theory,12270152.0,164.0,9.0,"Philosophy portal See also, for general arts <span class=""searchmatch"">theory</span>: Category:Aesthetics",2019-10-06T22:44:41Z,theories of visual,Visual arts theory,0.36363636363636365,17
3,14.0,Category:Shades of color,5679444.0,239.0,14.0,"&quot;Shades&quot; <span class=""searchmatch"">of</span> Colors — all color differences, not only technical tints and shades <span class=""searchmatch"">of</span> color.",2020-10-31T23:33:34Z,theories of visual,Shades of color,0.4285714285714286,11
4,14.0,Category:Film and video terminology,5393428.0,354.0,42.0,"A collection <span class=""searchmatch"">of</span> terminology used in the creation <span class=""searchmatch"">of</span> video and movie productions. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2021-11-21T22:49:19Z,theories of visual,Film and video terminology,0.5333333333333333,22
9,14.0,Category:National colours,9676257.0,182.0,0.0,"List of web colors Related Vision Digital image processing Multi-primary color display Quattron Qualia Lighting Local color (<span class=""searchmatch"">visual</span> art) Category Index",2020-04-22T00:10:35Z,theories of visual,National colours,0.5833333333333333,16
0,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",2017-11-16T16:13:15Z,theories of wittgenstein,Theories of language,0.48275862068965514,11
0,14.0,Category:Theories of history,4220365.0,268.0,50.0,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> history are <span class=""searchmatch"">theories</span> for why things happened the way they did (and possibly what that means for the future). Top 0–9 A B C D E F G H I J K",2020-04-30T20:24:56Z,theories of world,Theories of history,0.36363636363636365,7
3,14.0,Category:World system scholars,21757361.0,261.0,13.0,"This category includes articles on scholars engaged in <span class=""searchmatch"">world</span>-systems <span class=""searchmatch"">theory</span> related studies.",2021-08-24T06:04:27Z,theories of world,World system scholars,0.48,18
6,14.0,Category:Music theorists,1118554.0,417.0,46.0,"Music <span class=""searchmatch"">theorists</span> are those who study music theory. This category includes <span class=""searchmatch"">theorists</span> from the ancient world, especially ancient Greece which was a particularly",2020-11-13T16:02:46Z,theorist of,Music theorists,0.47058823529411764,9
7,14.0,Category:Business theorists,1226607.0,218.0,11.0,"See list <span class=""searchmatch"">of</span> business <span class=""searchmatch"">theorists</span> for an overview <span class=""searchmatch"">of</span> this topic.",2018-07-14T20:44:51Z,theorist of,Business theorists,0.55,12
8,14.0,Category:Rhetoric theorists,11850438.0,196.0,7.0,"Category:Persuasion <span class=""searchmatch"">theorists</span> Category:Propaganda <span class=""searchmatch"">theorists</span> Category:Mind control <span class=""searchmatch"">theorists</span>",2013-03-31T17:52:55Z,theorist of,Rhetoric theorists,0.4736842105263158,11
0,14.0,Category:Chaos theorists,12068225.0,251.0,16.0,"Chaos <span class=""searchmatch"">theorists</span> are scientists, who set the <span class=""searchmatch"">discipline</span> <span class=""searchmatch"">of</span> chaos theory in motion, shared certain sensibilities.",2013-03-29T10:57:32Z,theorists of discipline,Chaos theorists,0.48,17
1,14.0,Category:Music psychologists,42665376.0,526.0,48.0,"music-related and (2) music performers, composers, educators, <span class=""searchmatch"">theorists</span>, researchers, etc. who have made significant contributions to the <span class=""searchmatch"">discipline</span>.",2014-05-06T21:29:58Z,theorists of discipline,Music psychologists,0.5517241379310345,20
0,14.0,Category:Human evolution theorists,21857833.0,257.0,17.0,"The category <span class=""searchmatch"">of</span> human evolution <span class=""searchmatch"">theorists</span> is for those individuals that have scientifically theorized about human evolution.",2021-07-07T20:12:08Z,theorists of field,Human evolution theorists,0.4642857142857143,21
1,14.0,Category:Voting theorists,3341709.0,315.0,21.0,"Voting <span class=""searchmatch"">theorists</span> are political scientists who have made contributions to political science or voting theory in the study <span class=""searchmatch"">of</span> voting systems.",2021-05-21T07:45:01Z,theorists of field,Voting theorists,0.4545454545454546,15
2,14.0,Category:Information theorists,5700219.0,197.0,4.0,"See also Category:Coding <span class=""searchmatch"">theorists</span>",2013-05-06T18:01:39Z,theorists of field,Information theorists,0.5,16
4,14.0,Category:Theorists in psychiatry,46656700.0,95.0,10.0,"This category is about academics in the <span class=""searchmatch"">field</span> <span class=""searchmatch"">of</span> psychiatry.",2015-08-05T14:10:53Z,theorists of field,Theorists in psychiatry,0.5862068965517242,12
5,14.0,Category:Set theorists,5328239.0,142.0,29.0,"Wikimedia Commons has media related to Set <span class=""searchmatch"">theorists</span>.",2020-04-22T19:23:03Z,theorists of field,Set theorists,0.44999999999999996,13
6,14.0,Category:Educational theorists,1070252.0,277.0,4.0,Biography portal Education portal,2021-09-19T18:54:21Z,theorists of field,Educational theorists,0.375,18
7,14.0,Category:Development specialists,4155488.0,407.0,54.0,"individuals who play a role in international development issues, as agents or <span class=""searchmatch"">theorists</span>. One might also perhaps usefully see the Category:Development economists",2021-07-29T14:16:22Z,theorists of field,Development specialists,0.5862068965517242,18
8,14.0,Category:Probability theorists,5328968.0,236.0,29.0,"Wikimedia Commons has media related to Probability <span class=""searchmatch"">theorists</span>.",2021-09-02T16:51:22Z,theorists of field,Probability theorists,0.5,17
9,14.0,Category:Revolution theorists,11930623.0,337.0,0.0,,2021-05-23T07:46:33Z,theorists of field,Revolution theorists,0.41666666666666663,17
0,14.0,Category:Information theorists,5700219.0,197.0,4.0,"See also Category:Coding <span class=""searchmatch"">theorists</span>",2013-05-06T18:01:39Z,theorists of information,Information theorists,0.125,16
1,14.0,Category:American information theorists,38554683.0,152.0,0.0,,2013-02-17T15:24:24Z,theorists of information,American information theorists,0.3125,19
2,14.0,Category:Pakistani information theorists,40687825.0,154.0,0.0,,2016-08-15T15:16:47Z,theorists of information,Pakistani information theorists,0.33333333333333337,19
3,14.0,Category:British information theorists,38554677.0,150.0,0.0,,2013-02-17T15:24:11Z,theorists of information,British information theorists,0.29032258064516125,19
4,14.0,Category:Japanese information theorists,38554664.0,152.0,0.0,,2013-02-17T15:23:34Z,theorists of information,Japanese information theorists,0.3125,21
5,14.0,Category:Swedish information theorists,26342297.0,211.0,6.0,Biography portal Mathematics portal Sweden portal,2019-09-13T06:11:12Z,theorists of information,Swedish information theorists,0.29032258064516125,19
6,14.0,Category:Argentine information theorists,38554663.0,154.0,0.0,,2013-02-17T15:23:26Z,theorists of information,Argentine information theorists,0.33333333333333337,21
7,14.0,Category:Italian information theorists,38554660.0,167.0,2.0,Italy portal,2018-08-04T08:03:00Z,theorists of information,Italian information theorists,0.29032258064516125,21
8,14.0,Category:French information theorists,38554674.0,148.0,0.0,,2013-02-17T15:24:00Z,theorists of information,French information theorists,0.2068965517241379,21
9,14.0,Category:Austrian information theorists,38554679.0,171.0,2.0,Austria portal,2018-03-02T18:20:55Z,theorists of information,Austrian information theorists,0.3125,20
0,14.0,Category:Musical theorists of medieval Islam,37100024.0,137.0,20.0,"Musical <span class=""searchmatch"">theorists</span> who lived under the rule <span class=""searchmatch"">of</span> Islam during the Middle Ages, irrespective <span class=""searchmatch"">of</span> their religion, ethnicity or <span class=""searchmatch"">language</span>.",2020-04-16T03:32:22Z,theorists of language,Musical theorists of medieval Islam,0.5263157894736843,21
1,14.0,Category:Film theorists,5633679.0,446.0,69.0,"a medium. It may use Critical theory, Formalism, Marxism, philosophy <span class=""searchmatch"">of</span> <span class=""searchmatch"">language</span>, or Lacanian psychoanalysis, while film criticism analyzes and examines",2020-08-02T00:07:44Z,theorists of language,Film theorists,0.4782608695652174,17
0,14.0,Category:Personality trait theorists,16146832.0,981.0,98.0,"Personality trait <span class=""searchmatch"">theorists</span> generally assume that personality traits are relatively stable over time, that personality traits differ among individuals",2019-11-01T10:58:47Z,theorists of literature,Personality trait theorists,0.33333333333333337,22
1,14.0,Category:Literary theorists,11073113.0,245.0,0.0,"Wikimedia Commons has media related to Literary <span class=""searchmatch"">theorists</span>.",2020-11-18T15:16:25Z,theorists of literature,Literary theorists,0.29166666666666663,19
0,14.0,Category:Communication theorists,22048965.0,220.0,15.0,"This category includes all scientists who explore the communication theory. See also: Category:Mass <span class=""searchmatch"">media</span> <span class=""searchmatch"">theorists</span>",2020-05-22T05:49:50Z,theorists of media,Communication theorists,0.4814814814814815,18
1,14.0,Category:Psychological warfare theorists,11680225.0,361.0,14.0,"Category:Anarchist <span class=""searchmatch"">theorists</span> Category:Counterinsurgency <span class=""searchmatch"">theorists</span> Category:Counter-terrorism <span class=""searchmatch"">theorists</span> Category:Guerrilla warfare <span class=""searchmatch"">theorists</span> Category:Revolution",2021-05-24T10:37:37Z,theorists of media,Psychological warfare theorists,0.5151515151515151,23
2,14.0,Category:Music theorists,1118554.0,417.0,46.0,"Music <span class=""searchmatch"">theorists</span> are those who study music theory. This category includes <span class=""searchmatch"">theorists</span> from the ancient world, especially ancient Greece which was a particularly",2020-11-13T16:02:46Z,theorists of media,Music theorists,0.4285714285714286,15
3,14.0,Category:Business theorists,1226607.0,218.0,11.0,"See list <span class=""searchmatch"">of</span> business <span class=""searchmatch"">theorists</span> for an overview <span class=""searchmatch"">of</span> this topic.",2018-07-14T20:44:51Z,theorists of media,Business theorists,0.5,16
4,14.0,Category:German music theorists,5878963.0,457.0,48.0,"Music <span class=""searchmatch"">theorists</span> are those who study music theory. This category includes <span class=""searchmatch"">theorists</span> from the ancient world, especially ancient Greece which was a particularly",2021-03-27T16:12:45Z,theorists of media,German music theorists,0.4,19
5,14.0,Category:Italian music theorists,5879293.0,472.0,52.0,"Italy portal Music portal Music <span class=""searchmatch"">theorists</span> are those who study music theory. This category includes <span class=""searchmatch"">theorists</span> from the ancient world, especially ancient",2020-08-15T23:53:21Z,theorists of media,Italian music theorists,0.4814814814814815,19
6,14.0,Category:Chaos theorists,12068225.0,251.0,16.0,"Chaos <span class=""searchmatch"">theorists</span> are scientists, who set the discipline <span class=""searchmatch"">of</span> chaos theory in motion, shared certain sensibilities.",2013-03-29T10:57:32Z,theorists of media,Chaos theorists,0.4285714285714286,14
8,14.0,Category:Mass media theorists,1873104.0,254.0,29.0,Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,2020-08-06T18:37:40Z,theorists of media,Mass media theorists,0.2727272727272727,19
0,14.0,Category:Leon Trotsky,14448040.0,951.0,0.0,,2021-10-08T16:38:21Z,theorists of older,Leon Trotsky,0.5714285714285714,14
0,14.0,Category:Theory of computation,3233312.0,465.0,46.0,"<span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> computation is the branch that deals with whether and how efficiently problems can be solved on a model <span class=""searchmatch"">of</span> computation, using an <span class=""searchmatch"">algorithm</span>.",2020-01-28T20:25:57Z,theory of algorithmic,Theory of computation,0.3846153846153846,11
1,14.0,Category:Graph theory,691898.0,1075.0,146.0,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,theory of algorithmic,Graph theory,0.5,17
2,14.0,Category:Graph algorithms,699287.0,223.0,37.0,"Graph <span class=""searchmatch"">algorithms</span> solve problems related to graph <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-04-25T19:17:27Z,theory of algorithmic,Graph algorithms,0.52,10
3,14.0,Category:Theory of cryptography,3539694.0,230.0,29.0,"<span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> cryptography refers to the study <span class=""searchmatch"">of</span> cryptographic <span class=""searchmatch"">algorithms</span> and protocols in a formal framework. The two main goals <span class=""searchmatch"">of</span> the study are definitions",2013-03-23T14:34:47Z,theory of algorithmic,Theory of cryptography,0.34615384615384615,12
4,14.0,Category:Government by algorithm,64021391.0,399.0,24.0,"government by <span class=""searchmatch"">algorithm</span>, which is also known as <span class=""searchmatch"">algorithmic</span> regulation, regulation by <span class=""searchmatch"">algorithms</span>, <span class=""searchmatch"">algorithmic</span> governance, <span class=""searchmatch"">algorithmic</span> legal order or",2021-10-29T19:46:28Z,theory of algorithmic,Government by algorithm,0.4285714285714286,13
5,14.0,Category:Number theoretic algorithms,704479.0,237.0,13.0,"This category deals with <span class=""searchmatch"">algorithms</span> in number <span class=""searchmatch"">theory</span>, especially primality testing and similar.",2020-08-29T17:30:02Z,theory of algorithmic,Number theoretic algorithms,0.4,13
6,14.0,Category:Computational physics,792595.0,322.0,24.0,"physics is the study and implementation <span class=""searchmatch"">of</span> numerical <span class=""searchmatch"">algorithms</span> in order to solve problems in physics for which a quantitative <span class=""searchmatch"">theory</span> already exists.",2020-12-21T22:02:56Z,theory of algorithmic,Computational physics,0.5517241379310345,19
